"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","01 Dec 2018","17","113.71","113.30","0.51","-0.86","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","18","114.66","114.11","0.82","-1.03","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","19","115.12","114.36","0.77","-0.77","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","20","118.77","118.62","0.61","-1.22","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","21","129.11","128.86","0.70","-1.20","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","22","156.34","155.91","1.14","-1.47","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","23","160.77","160.08","1.22","-1.29","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","24","145.35","145.09","1.00","-1.50","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","25","124.70","124.77","0.66","-1.48","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","26","122.08","122.29","0.61","-1.58","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","27","121.47","120.98","0.61","-0.88","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","28","121.95","121.71","0.63","-1.15","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","29","118.82","118.41","0.60","-0.95","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","30","118.41","118.50","0.59","-1.43","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","31","117.93","118.12","0.58","-1.53","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","32","113.37","113.47","0.46","-1.32","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","33","113.58","113.44","0.48","-1.10","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","34","112.65","112.05","0.69","-0.85","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","35","111.12","111.62","0.55","-1.80","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","36","108.69","107.67","0.95","-0.69","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","37","112.21","111.61","0.79","-0.94","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","38","113.95","114.37","0.78","-1.95","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","39","176.98","176.02","1.98","-1.78","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","40","119.13","118.52","0.70","-0.85","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","41","115.06","114.38","0.62","-0.70","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","42","114.43","114.09","0.59","-1.01","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","43","112.59","112.04","0.55","-0.76","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","44","111.80","111.42","0.53","-0.91","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","45","103.82","103.25","0.40","-0.59","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","46","101.95","100.97","0.39","-0.17","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","47","101.98","100.90","0.39","-0.07","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","01 Dec 2018","48","103.62","103.20","0.28","-0.62","0.00","0.21","0.3016","0.0035","0.2430"
"WEP","02 Dec 2018","1","98.73","98.44","0.26","-0.74","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","2","97.90","97.29","0.04","-0.20","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","3","100.63","99.93","0.14","-0.21","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","4","96.32","95.79","0.05","-0.29","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","5","96.10","95.78","0.15","-0.60","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","6","96.14","95.67","0.05","-0.35","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","7","95.67","95.22","0.04","-0.36","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","8","91.06","90.73","0.04","-0.48","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","9","90.78","90.63","0.04","-0.66","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","10","90.62","90.63","0.04","-0.82","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","11","90.71","90.73","0.05","-0.84","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","12","90.76","90.74","0.29","-1.04","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","13","90.41","90.74","0.47","-1.57","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","14","90.78","90.75","0.46","-1.20","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","15","90.95","90.76","0.55","-1.13","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","16","95.69","95.72","0.55","-1.35","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","17","96.26","95.86","0.52","-0.89","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","18","100.91","100.89","0.54","-1.29","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","19","101.00","100.89","0.50","-1.16","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","20","103.42","103.22","0.46","-1.03","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","21","105.99","105.98","0.52","-1.28","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","22","104.36","104.23","0.37","-1.01","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","23","106.08","105.94","0.40","-1.03","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","24","103.79","103.42","0.34","-0.74","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","25","96.13","96.00","0.27","-0.91","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","26","96.04","95.98","0.30","-1.01","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","27","99.34","99.41","0.29","-1.13","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","28","102.26","102.38","0.34","-1.23","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","29","102.30","102.39","0.33","-1.19","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","30","102.17","102.37","0.33","-1.30","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","31","102.74","102.37","0.33","-0.73","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","32","102.56","102.39","0.33","-0.93","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","33","99.70","99.40","0.31","-0.78","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","34","98.59","98.46","0.39","-1.03","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","35","97.45","97.34","0.41","-1.07","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","36","98.71","98.49","0.78","-1.33","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","37","101.59","101.45","0.80","-1.43","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","38","107.88","107.60","0.79","-1.28","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","39","112.20","111.84","0.78","-1.19","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","40","112.16","111.85","0.60","-1.06","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","41","114.21","113.58","0.63","-0.77","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","42","114.26","113.48","0.62","-0.61","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","43","110.74","109.66","0.97","-0.66","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","44","104.99","104.61","0.43","-0.82","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","45","99.19","98.50","0.40","-0.48","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","46","93.48","92.83","0.39","-0.51","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","47","96.39","95.90","0.40","-0.68","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","02 Dec 2018","48","96.64","95.84","0.29","-0.26","0.00","0.21","0.3016","0.0036","0.2548"
"WEP","03 Dec 2018","1","103.34","102.41","0.22","-0.04","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","2","101.17","100.33","0.02","0.07","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","3","96.51","95.82","0.18","-0.24","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","4","95.39","94.75","0.04","-0.14","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","5","93.42","92.77","0.04","-0.13","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","6","93.30","92.67","0.04","-0.16","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","7","93.27","92.66","0.04","-0.17","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","8","92.97","92.66","0.02","-0.45","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","9","93.38","92.66","0.02","-0.05","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","10","93.35","92.66","0.02","-0.07","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","11","93.33","92.76","0.04","-0.21","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","12","93.57","92.78","0.23","-0.19","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","13","97.06","96.29","0.43","-0.40","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","14","102.65","102.38","0.42","-0.90","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","15","100.21","99.96","0.50","-1.00","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","16","104.80","104.38","0.80","-1.13","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","17","114.94","114.83","0.70","-1.33","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","18","121.55","121.29","0.81","-1.30","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","19","276.65","275.00","3.88","-2.97","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","20","284.30","282.36","3.64","-2.45","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","21","277.66","275.10","3.44","-1.63","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","22","116.76","116.44","0.32","-0.75","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","23","123.16","122.99","0.38","-0.96","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","24","110.92","111.18","0.17","-1.18","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","25","109.60","110.02","0.17","-1.34","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","26","112.83","113.20","0.20","-1.32","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","27","114.44","114.80","0.22","-1.32","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","28","118.28","118.46","0.30","-1.22","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","29","118.49","118.47","0.27","-0.99","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","30","113.15","112.99","0.27","-0.86","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","31","111.47","111.58","0.17","-1.02","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","32","109.77","110.13","0.15","-1.25","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","33","109.69","110.01","0.16","-1.22","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","34","109.26","109.94","0.16","-1.58","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","35","107.65","107.99","0.31","-1.40","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","36","104.64","105.06","0.48","-1.64","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","37","104.91","104.54","0.47","-0.84","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","38","107.98","107.89","0.52","-1.17","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","39","108.81","108.63","0.53","-1.10","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","40","107.95","107.90","0.47","-1.16","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","41","103.80","103.66","0.41","-1.02","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","42","102.79","102.63","0.40","-0.98","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","43","98.60","98.69","0.33","-1.16","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","44","95.70","95.72","0.40","-1.17","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","45","94.60","94.15","0.24","-0.54","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","46","93.16","92.82","0.21","-0.62","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","47","93.31","92.78","0.21","-0.42","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","03 Dec 2018","48","91.59","91.07","0.38","-0.61","0.00","0.21","0.3016","0.0033","0.2308"
"WEP","04 Dec 2018","1","97.32","96.85","0.26","-0.53","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","2","96.00","95.44","0.18","-0.36","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","3","93.73","92.72","0.17","0.10","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","4","92.67","92.00","0.17","-0.24","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","5","90.63","90.04","0.18","-0.34","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","6","90.38","89.60","0.18","-0.14","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","7","88.90","88.17","0.17","-0.18","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","8","88.86","88.16","0.17","-0.22","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","9","89.03","88.17","0.17","-0.05","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","10","90.46","89.59","0.17","-0.04","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","11","90.89","90.14","0.18","-0.17","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","12","93.69","92.82","0.28","-0.15","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","13","96.82","95.80","0.46","-0.18","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","14","98.95","98.49","0.46","-0.74","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","15","94.94","94.86","0.24","-0.90","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","16","96.80","96.82","0.33","-1.09","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","17","101.05","101.37","0.42","-1.48","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","18","106.39","106.12","0.45","-0.92","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","19","112.42","112.00","0.42","-0.74","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","20","114.83","114.77","0.33","-1.01","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","21","118.24","118.47","0.36","-1.33","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","22","118.94","118.98","0.32","-1.11","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","23","119.01","119.00","0.32","-1.05","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","24","117.66","117.94","0.29","-1.31","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","25","114.41","114.78","0.25","-1.36","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","26","113.84","114.79","0.23","-1.92","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","27","117.78","118.46","0.30","-1.72","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","28","118.47","119.01","0.31","-1.59","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","29","118.80","119.03","0.31","-1.28","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","30","118.85","119.05","0.31","-1.25","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","31","120.15","120.08","0.32","-0.99","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","32","119.00","119.04","0.31","-1.09","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","33","118.49","119.00","0.32","-1.57","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","34","118.15","119.01","0.34","-1.94","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","35","118.14","118.99","0.58","-2.17","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","36","115.61","116.31","0.69","-2.13","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","37","114.31","113.87","0.70","-1.00","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","38","109.76","109.95","0.42","-1.35","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","39","110.60","110.69","0.43","-1.26","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","40","109.66","109.66","0.39","-1.13","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","41","108.25","108.20","0.35","-1.04","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","42","104.15","104.41","0.26","-1.26","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","43","100.77","101.14","0.26","-1.38","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","44","98.63","98.99","0.20","-1.30","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","45","106.40","106.47","0.42","-1.23","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","46","103.92","104.37","0.32","-1.51","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","47","105.44","105.40","0.35","-1.06","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","04 Dec 2018","48","98.57","98.86","0.27","-1.30","0.00","0.21","0.3016","0.0032","0.2261"
"WEP","05 Dec 2018","1","107.18","107.30","0.30","-1.16","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","2","104.57","104.26","0.18","-0.61","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","3","103.97","103.92","0.22","-0.91","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","4","100.22","100.03","0.17","-0.72","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","5","97.73","97.75","0.18","-0.94","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","6","94.04","93.70","0.17","-0.57","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","7","94.40","93.98","0.17","-0.49","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","8","91.50","91.19","0.17","-0.60","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","9","91.29","91.19","0.17","-0.81","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","10","93.75","93.69","0.17","-0.85","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","11","94.18","94.40","0.17","-1.12","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","12","104.21","103.97","0.32","-0.82","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","13","107.69","107.46","0.23","-0.74","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","14","109.16","109.40","0.23","-1.21","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","15","98.58","98.62","0.32","-1.10","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","16","105.03","105.16","0.42","-1.29","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","17","109.00","109.60","0.50","-1.84","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","18","113.50","113.82","0.49","-1.55","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","19","114.26","114.76","0.48","-1.72","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","20","122.17","122.53","0.59","-1.69","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","21","122.99","123.27","0.36","-1.38","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","22","124.99","125.21","0.35","-1.30","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","23","124.63","125.12","0.35","-1.58","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","24","122.39","122.82","0.41","-1.58","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","25","120.86","121.13","0.56","-1.57","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","26","122.24","122.55","0.56","-1.61","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","27","124.82","125.19","0.55","-1.66","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","28","134.65","134.47","0.76","-1.32","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","29","136.39","136.38","0.78","-1.51","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","30","133.59","133.45","0.73","-1.33","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","31","133.77","133.34","0.73","-1.04","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","32","125.57","125.10","0.60","-0.87","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","33","122.72","122.53","0.58","-1.13","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","34","120.48","120.60","0.60","-1.46","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","35","115.97","116.43","0.55","-1.75","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","36","110.57","111.02","0.74","-1.93","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","37","109.80","109.05","0.88","-0.87","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","38","112.00","111.72","0.75","-1.21","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","39","112.94","112.79","0.74","-1.33","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","40","111.10","111.23","0.67","-1.54","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","41","112.35","112.82","0.50","-1.71","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","42","109.89","110.03","0.36","-1.24","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","43","109.25","109.37","0.36","-1.22","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","44","106.45","106.71","0.30","-1.30","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","45","111.57","111.95","0.45","-1.57","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","46","109.12","109.39","0.37","-1.38","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","47","108.31","108.41","0.36","-1.20","0.00","0.21","0.3016","0.0032","0.2248"
"WEP","05 Dec 2018","48","100.56","100.62","0.27","-1.07","0.00","0.21","0.3016","0.0032","0.2248"
